word,phonemes,label
cadavrul,start K AE D AE V R UW,stop
clăditelor,start K L AX D IH T EH L OH,R
găsiseși,start G AX S IH S EH SH,stop
murmuri,start M UW,R
contez,start K OH N T EH,Z
concretizase,start K OH N K R EH T IH Z AE S,EH
pornografii,start P OH R N OH G,R
pilotezi,start P IH L OH,T
nativa,start N,AE
concepi,start K OH N CH EH P,stop
frecaseși,start F R EH,K
busolo,start B UW,S
putu,start,P
alfabetul,start AE L F,AE
găsitului,start G AX S IH T UW L UW Y,stop
folositei,start F OH L OH,S
vomitase,start V OH M IH,T
informatico,start IH N F OH R M AE,T
controlasem,start K OH,N
câștigat,start K IX,SH
lucrurilor,start L UW K R UW R IH,L
primi,start P,R
ejacularăm,start,EH
detonez,start D EH,T
spor,start,S
citise,start T SH,IH
reginelor,start R EH JH IH N EH,L
bilo,start B,IH
sângerarăm,start S IX N JH,EH
lăm,start L AX,M
ubicui,start UW B IH K,UW
clădește,start K L AX D EH SH T,EH
rusesc,start R UW,S
mărturisește,start M AX R T UW R IH S,EH
mâncarăți,start M IX N K AE R,AX
fremete,start F R EH,M
limităm,start L IH M,IH
genunchieră,start D ZH EH N UW N K,Y
călătorise,start K AX L AX T OH R IH S EH,stop
folosiților,start F OH L,OH
imprimase,start IH M P,R
avansa,start AE,V
bărbatul,start B AX R,B
testiculul,start T EH S T IH K UW L,UW
vino,start,V
toarne,start T OH AE R,N
întăriți,start IX N T,AX
tatuaserăți,start T AE T UW AE S EH R AX,T
întărești,start IX N T AX R EH,SH
lipsirăți,start L,IH
cenzurarăți,start CH EH N Z UW R,AE
vinei,start V IH N EH,Y
arse,start AE,R
prezervative,start P R EH Z EH R V AE,T
cetățenie,start CH EH,T
simbolizam,start S IH M B OH L IH,Z
usture,start UW S T UW,R
frumuseții,start F,R
gravitarăți,start G,R
vaccinai,start V AE K CH IH N,AE
penisurile,start P EH N IH S UW,R
controlaseră,start K OH N T R OH L AE S EH R AX,stop
citim,start T,SH
creaseși,start K R,EH
întâlnitul,start IX N,T
virgule,start V IH R,G
spermele,start S P EH R M,EH
discutai,start D IH S K UW T,AE
amarilisul,start AE M AE R IH L IH S UW,L
delirurile,start D EH L IH R UW R IH L,EH
induci,start IH N D UW CH,stop
achiu,start AE K IH W,stop
perfecte,start P EH,R
procedam,start P R OH CH,EH
mâncaserăm,start M IX N K AE,S
zahărul,start Z,AE
datoram,start D AE T,OH
masturbatele,start M AE S T UW R B AE T,EH
chitara,start K IH T AE R AE,stop
oprea,start,OH
mărturisind,start M AX,R
localitate,start L OH K AE L,IH
găseai,start G AX,S
perineului,start P EH R IH,N
indiscrete,start IH N D IH S K R EH,T
asexualitate,start AE,S
soarelui,start S OH AE R EH L UW,Y
necăjitului,start N EH K AX ZH IH T,UW
versatil,start V EH R S,AE
donez,start D,OH
urăști,start UW,R
completai,start K OH M P L EH,T
existat,start EH G,Z
pretutindenea,start P,R
abundam,start AE B UW N D AE,M
sapi,start S,AE
iubită,start Y UW B IH,T
fabricii,start,F
prietena,start P R IH EH T EH N,AE
pregătitelor,start P,R
copilul,start K OH P IH L,UW
macedonia,start M AE CH EH D OH N,IH
cloroformizase,start K L OH R OH F OH R M IH Z AE S,EH
mergem,start M,EH
mărturiseai,start M AX R T UW R,IH
persefona,start,P
citiseră,start T SH,IH
armăsarului,start AE R M AX S AE,R
vomitase,start V OH M IH T,AE
perfectai,start P EH R F EH K,T
puțin,start P UW IH N,stop
gânditul,start G IX N D IH,T
croato,start K,R
inventase,start IH N V,EH
săptămâni,start S AX P,T
accelerară,start AE,K
remușcare,start R EH M UW SH K AE R EH,stop
delimitarăm,start D EH L IH,M
orgasme,start OH R G,AE
acceptam,start,AE
apare,start AE P AE,R
sălbatic,start S AX L B AE T IH,K
florina,start F L,OH
frumusețile,start F R UW M,UW
răpiseră,start R AX P IH,S
foști,start F,OH
vorbești,start V OH R B EH,SH
democratic,start D EH M OH,K
sufocat,start S UW F OH K AE T,stop
limitând,start L IH M IH T IX,N
somarăți,start S OH M AE R AX,T
primească,start P R IH M EH AE S K,AX
simplifica,start S IH M P,L
subraț,start S UW B,R
zone,start Z OH,N
rezista,start R EH,Z
șantajaserăm,start SH,AE
asurziseră,start AE S UW R Z IH S EH,R
combat,start K OH M B AE T,stop
plictisitului,start P L IH K T IH S IH T UW L UW,Y
discret,start D IH S K R EH T,stop
masturbaseși,start M AE S T UW,R
somând,start S OH M IX N,D
deschide,start,D
zăpușea,start Z AX,P
pregătești,start P R EH G AX,T
ejaculai,start EH ZH AE K UW L,AE
înțelegeți,start IX N T,S
somași,start S OH M,AE
cruste,start,K
fulgere,start F UW L,JH
maltratam,start M AE L T R AE,T
dușmănita,start D UW,SH
admiram,start AE,D
faptul,start F AE P T UW L,stop
norului,start N OH R UW L UW,Y
fracturez,start F R AE K T UW R EH Z,stop
călătoare,start K AX L AX T OH AE R,EH
sfârșești,start S F IX R,SH
înzestrai,start IX N Z EH S T R AE Y,stop
exercitam,start EH G,Z
răpii,start R,AX
primiților,start P R IH M IH IH L OH R,stop
exagerai,start EH K S,AE
observam,start OH B S EH,R
ejaculase,start EH,ZH
anormalitate,start AE N OH R M AE L IH T AE T,EH
dejugi,start D EH ZH UW,JH
teatru,start T,EH
lubrifiant,start L UW B R IH,F
clădeam,start K L AX D Y AE,M
bărbatul,start B AX,R
bănui,start B,AX
baligă,start B,AE
deducem,start D EH D UW CH EH,M
negat,start N,EH
pitoresc,start P IH T OH R,EH
publicitate,start P UW B L,IH
poziție,start P OH Z IH IH EH,stop
supserăți,start S UW P S EH,R
sufletul,start S UW F L EH T UW,L
pregătiserăm,start P R EH G AX T IH,S
deranjau,start D EH R,AE
masturbaseră,start M AE S T UW R B AE S,EH
insula,start IH,N
invadat,start IH N V AE D AE,T
buh,start B,UW
eventualitate,start EH V EH N T UW AE L IH,T
fantome,start F,AE
păianjenilor,start P AX Y AE N ZH EH N,IH
fumarăm,start F UW M AE R AX M,stop
sugeau,start S,UW
intensificase,start IH N T EH N S IH F IH K AE S,EH
șantajarăți,start SH AE N T AE,ZH
alfabetelor,start AE L F AE B EH T EH L OH R,stop
culminase,start K UW L M IH N AE S EH,stop
mulțumit,start M UW L UW M IH,T
cravate,start K R,AE
arăta,start AE,R
orientează,start OH R IH EH N T,EH
intimidat,start IH N T IH,M
mărturisitei,start M AX R T UW R IH S IH T EH Y,stop
pregăteai,start P R EH G AX T,Y
grăbind,start G,R
elizeul,start,EH
piele,start P,Y
pornita,start P OH R,N
ceaușescu,start CH EH AE UW SH,EH
evlaviosului,start EH V L AE,V
minte,start M IH,N
tatuaseși,start T,AE
accelerară,start AE K CH EH L EH,R
ejaculați,start EH ZH AE K UW L,AE
inspiri,start IH N S P IH,R
zona,start Z,OH
culturilor,start K,UW
clădești,start,K
abandonam,start AE B AE,N
martirizase,start M AE R T IH R IH,Z
visa,start,V
diademe,start D IH AE,D
supsese,start S UW P,S
constai,start K,OH
slobozi,start S L OH B OH,Z
îmbunătățiții,start IX M,B
comit,start K,OH
sfârșiților,start S F IX,R
murit,start M UW R IH,T
șoptească,start SH OH P T Y,AE
sodomizații,start S,OH
gânditului,start G IX N,D
întristezi,start IX N T,R
renovat,start R EH N OH,V
găsiților,start G AX,S
abilitai,start,AE
citii,start T,SH
masturbau,start M AE S T UW R B,AE
buram,start B UW R,AE
negai,start N,EH
agentă,start AE JH EH N T,AX
asurziseră,start,AE
lascivitate,start L AE S CH IH V IH T AE T EH,stop
puloși,start P UW L OH,SH
compare,start K OH M P AE,R
apocalipticilor,start AE P OH K AE,L
câștigă,start K IX,SH
întrebare,start IX N,T
susur,start S,UW
demoni,start,D
indiscreție,start IH N,D
vedeți,start V EH,D
sonet,start S OH N EH T,stop
logase,start L OH G AE,S
pornograficelor,start P OH R N OH G R AE F IH CH EH,L
tocai,start T OH K AE Y,stop
cuvântului,start K UW V IX N,T
somnambulist,start S OH M N AE M B UW,L
devine,start D EH V IH,N
deranjam,start D EH R AE N ZH AE,M
desfaci,start,D
opritului,start OH P R IH T UW L UW,Y
basco,start B,AE
controlaserăm,start,K
regelui,start,R
întâlnitul,start IX N T,IX
ancorai,start AE N K OH R AE Y,stop
amu,start AE,M
portabilitate,start P OH R T AE B IH L IH T,AE
huso,start HH UW S OH,stop
perseverat,start P EH,R
elizeele,start EH L,IH
prezervativului,start,P
separat,start S EH P AE R AE T,stop
palmă,start,P
complicase,start K OH M,P
anihilase,start AE N IH HH IH L AE,S
șantajaților,start SH AE N T,AE
protejez,start P R OH,T
determinat,start D,EH
părintesc,start P AX R IH N,T
sexualului,start S EH K S UW,AE
numitul,start N UW M IH T,UW
comuna,start K OH M,UW
nălucisem,start N AX L UW T SH IH S,EH
verse,start V EH,R
cernui,start CH EH,R
șantajistul,start SH AE N T AE ZH IH,S
recunoscut,start R EH K UW N OH,S
ventilez,start,V
afinitate,start AE,F
protejași,start P R OH T EH ZH AE SH,stop
limita,start L IH M,IH
fraudai,start F R AE UW D AE,Y
trepidez,start T R EH P IH D,EH
animi,start AE,N
plictisiseși,start P L,IH
mărturisisem,start M AX R T UW R IH,S
amintesc,start AE,M
reduce,start R UW T SH,stop
computez,start K OH M P UW T EH Z,stop
promițând,start P R OH M IH,T
sinistre,start S IH N IH S T R EH,stop
conspirase,start K,OH
fundamentali,start F UW N D AE M EH N T AE,L
consolidam,start K OH,N
analizat,start AE N AE L IH Z AE,T
controlează,start K OH N T R,OH
caprina,start K AE,P
sacri,start S AE K R,IH
literă,start L IH,T
ejaculai,start EH ZH AE K,UW
conspirase,start K OH N S P IH R,AE
caverne,start K AE V EH R,N
mulțumi,start M UW,L
apocaliptici,start AE P OH K AE L IH P T IH,CH
bufali,start B UW F AE,L
bucule,start B,UW
capsase,start K AE,P
întristase,start IX N T R IH S T AE S,EH
ataraxie,start AE,T
soare,start S OH,AE
penă,start P EH N AX,stop
grăbitei,start G R AX B,IH
boise,start B OH,IH
deranjate,start D EH R,AE
deliraseră,start D EH L IH,R
lipsirăți,start L IH,P
stimulaseră,start S,T
matematică,start M AE T EH M AE T IH K,AX
separase,start S EH P AE R AE S EH,stop
admiram,start AE D M,IH
subsuoară,start S UW B S UW W AE R,AX
atrocității,start AE,T
cadavrele,start K AE D AE V R EH L EH,stop
gravitau,start,G
găsitei,start G,AX
interesant,start IH N T,EH
masturbăm,start M,AE
lacrima,start L AE K R IH M,AE
îmbunătățea,start IX M B UW N AX T AX,T
stimulaserăm,start S T IH M UW,L
nălucea,start N AX L UW T SH EH,AE
tatuasem,start T AE,T
fură,start F UW R,AX
stimulară,start S T IH M UW L AE,R
lucrurilor,start L UW K R UW,R
generație,start JH,EH
cușer,start,K
veștejitei,start V EH SH T EH,ZH
exercitase,start EH G Z,EH
mărturisitelor,start M AX R T UW R IH S IH T EH,L
grăbeau,start G R AX B EH AE W,stop
supsesem,start,S
comparase,start K OH M P AE R AE S EH,stop
sfârșeai,start S F IX R SH Y AE,Y
suscitam,start S UW S CH,IH
macabrelor,start M AE K AE B R,EH
fundai,start F UW N D AE,Y
îmbunătățiseră,start IX M B UW N AX T AX,T
hanuri,start HH AE N UW,R
elevo,start EH,L
formei,start F OH R,M
orientă,start OH R IH EH N T AX,stop
îmbunătățeam,start IX M B UW N AX T AX T S EH AE M,stop
salturi,start S AE L T,UW
clarificam,start K L AE R IH F IH K AE M,stop
apocaliptici,start AE P OH,K
dauno,start D,AE
limbile,start L IH M B IH,L
ceteri,start CH EH,T
vorbiserăți,start V OH R B IH S EH R AX,stop
dejunat,start D EH,ZH
preejaculator,start P R EH EH ZH AE K UW,L
rege,start R,EH
popularitate,start P OH P UW L AE R IH,T
călătoriși,start K AX L,AX
făcurăm,start F,AX
comutam,start K,OH
sfârșitelor,start,S
fugim,start,F
soliditate,start S OH L IH D IH T AE T EH,stop
formatul,start F OH R M,AE
socializase,start S OH CH IH AE L IH Z,AE
delimitat,start D EH L IH M,IH
coniac,start K OH N Y AE,K
despere,start D,EH
amarilisul,start AE,M
francezi,start F R AE N,CH
sângeraserăm,start S IX N JH EH R AE S EH,R
îmbunătățirăm,start IX M B UW N AX T AX T S IH R AX M,stop
flutur,start F,L
perfectarăm,start P EH R F,EH
clădite,start K L AX,D
sângeră,start S IX N JH,EH
firii,start F IH,R
clădi,start,K
mărturisitei,start M AX R T UW R IH S,IH
alcoolica,start AE L K OH OH L IH,K
primeați,start P R,IH
aprobi,start AE,P
omniprezentă,start OH M N IH P R EH Z EH N T,AX
fraternitate,start F R,AE
ardeam,start AE R D EH,AE
revista,start R EH,V
mulțumiserăm,start M UW L,UW
reginei,start R EH JH IH N EH Y,stop
tatuaserăm,start,T
zăpușiseși,start Z AX P,UW
multiplicat,start M UW L T,IH
vedeți,start V EH D EH,stop
gânditul,start G IX N D IH T UW L,stop
bogdan,start B OH,G
cuvintele,start K UW V,IH
cadavrul,start K AE D AE,V
futeați,start F UW,T
înzestrară,start IX N Z,EH
exclam,start EH K S K L AE M,stop
amice,start AE M IH CH EH,stop
perineul,start P EH R IH N EH UW L,stop
șoptesc,start SH,OH
călătoriserăm,start K AX L AX T OH R IH S,EH
dușmănite,start,D
articulam,start AE R T IH,K
cenzurează,start,CH
formatul,start F OH R M AE,T
urbanizase,start UW R B AE N IH Z AE,S
piepturi,start P Y,EH
mâine,start M IX Y N EH,stop
oprisem,start OH P R IH,S
limitaseră,start L IH,M
controlând,start K OH N,T
opritei,start OH P R IH T,EH
produce,start P R,OH
păpa,start P AX P,AE
necăjirăm,start N EH K AX,ZH
stupid,start S T,UW
pornind,start P OH R,N
trepidez,start T R EH P,IH
dorință,start D OH R IH N,AX
somând,start S,OH
culturilor,start K UW L T UW R IH L OH,R
simplificam,start S IH M P L IH,F
întâlnitei,start IX N T IX L N IH T EH,Y
tutelai,start T UW T EH,L
prefer,start P,R
îmbunătățeam,start IX M,B
întâlnite,start IX,N
fundași,start F UW N D AE SH,stop
pregătiserăți,start P R EH G AX T,IH
coaie,start,K
terminase,start T,EH
realitate,start R EH AE L IH T AE,T
asurzirăm,start AE S UW,R
marijuana,start M AE R IH W AE N,AE
hypnos,start HH IH P N OH,S
remușcare,start R EH M UW SH K,AE
abandonaserăți,start AE B AE N D,OH
aventurase,start AE V EH N T UW R AE,S
abandonaseși,start AE B AE N D,OH
delirași,start D,EH
oprirăți,start OH P R IH R,AX
spectre,start,S
cenzură,start CH EH N Z UW,R
nicicând,start N IH CH K IX N D,stop
deliraserăm,start D EH L IH R AE,S
băiețașii,start B AX Y EH T S AE SH IH,stop
cloaca,start K L OH AE K,AE
cadavrelor,start K AE D,AE
ubicui,start UW,B
susurare,start S UW S,UW
jachetă,start,ZH
coapsă,start K AE P S,AX
mâncam,start M IX N K AE M,stop
diseară,start D,IH
sângerează,start,S
blocase,start B L OH K AE,S
catalană,start K AE T AE L AE,N
gratis,start G R AE T IH S,stop
cere,start CH EH R EH,stop
adjective,start AE D ZH EH K T IH V EH,stop
mărturisitele,start M AX R,T
întâlniserăți,start IX N T IX L N IH S EH R AX T S,stop
pulilor,start P UW L IH,L
ceramiste,start CH EH R AE M IH S T,EH
numelui,start N UW M EH L UW,Y
folosiți,start F,OH
diurn,start D IH UW R N,stop
paradoxurile,start P AE R AE,D
nutrici,start N UW T,R
vorbeau,start V OH R B UW,stop
culminam,start K UW L M,IH
dormitat,start D OH R M IH T,AE
reduc,start,R
determinai,start D EH T EH R M IH,N
rânduri,start R IX N D,UW
simbolizai,start S IH M B OH L IH Z,AE
folosite,start F OH L OH S IH T EH,stop
inventez,start IH N V EH N T EH Z,stop
apocalipticului,start AE P OH K AE L IH P T,IH
pornitului,start P OH R N IH T UW L,UW
spumat,start S P UW,M
cartofi,start K AE R,T
turnase,start T UW,R
cum,start K UW,M
invalidase,start IH N V AE L IH D,AE
frontieră,start,F
călătorii,start K AX L AX T OH R IH,stop
înzestreze,start IX N Z EH S T R EH Z EH,stop
călătoritul,start K AX L AX T OH R IH T UW L,stop
celebrai,start CH EH L,EH
multipolaritate,start M UW L T IH P,OH
moartă,start M OH AE R T,AX
copiez,start,K
nominalizase,start N,OH
plictisească,start,P
îmbunătățiserăm,start IX M,B
îmbunătățească,start IX,M
visase,start V IH S AE S EH,stop
consideram,start K OH N,S
evlaviilor,start EH V L AE,V
fermo,start,F
pisam,start,P
chestii,start,K
evlavioase,start EH V L AE V IH OH,AE
acceleraserăm,start AE K CH EH L EH R AE S EH R AX,M
columne,start K OH L UW M N EH,stop
anonime,start,AE
fraudez,start,F
torturarăți,start T OH R T,UW
întăreați,start IX,N
plictisesc,start P,L
numitul,start N UW M,IH
personalitate,start P EH R S OH N AE,L
aromânească,start AE R,OH
primitelor,start,P
unit,start UW N,IH
vorbit,start V OH R B IH T,stop
opritelor,start OH P R IH,T
cușer,start K,UW
tentezi,start,T
înzestrai,start IX N Z,EH
invite,start,IH
îmbunătățirăți,start IX M B UW,N
grăbiseși,start G R AX B IH,S
denaturai,start D EH N AE T UW R,AE
pungă,start P,UW
mulțumește,start M UW L UW M EH SH T EH,stop
perseverai,start P,EH
soarelui,start,S
deseară,start D EH S EH AE R AX,stop
considere,start K OH N,S
agitam,start AE JH IH,T
ime,start IH,M
exprimai,start EH K S P R IH M AE,Y
saturam,start S AE,T
necăjită,start N EH K AX ZH IH,T
contesa,start K OH N T,EH
băiețașului,start B AX Y,EH
felina,start,F
probase,start,P
homosexualul,start HH OH,M
câștige,start K IX,SH
controlează,start K OH N T,R
scroturi,start S K R OH T,UW
acceptam,start AE K CH EH P T AE,M
accelerație,start AE K CH EH L EH R AE IH EH,stop
ejaculasem,start EH ZH AE K UW,L
locvace,start L OH K,V
senzualitate,start S,EH
ierburi,start Y EH R B UW R,stop
mărturisiseră,start M AX R T UW R IH,S
analizaserăți,start AE N AE L IH Z AE S EH R AX T S,stop
pavai,start,P
grape,start G R AE P,EH
excitase,start EH K,S
masturbezi,start M AE S T UW R B EH Z,stop
tentând,start T EH N T IX N,D
atrocităților,start AE,T
rochie,start R OH,K
gemu,start JH,EH
pulelor,start P UW L EH L,OH
șoptiseși,start,SH
mulțumiseră,start M,UW
pornografică,start P OH R N OH G R AE F,IH
albaneze,start AE,L
penisurile,start P,EH
spovedeați,start S P OH V EH D Y AE T S,stop
negase,start N EH G AE,S
mâncaseși,start M IX N K AE S EH SH,stop
excitase,start EH K S CH IH T AE,S
manechinelor,start M,AE
farmacista,start F AE R M AE CH IH S T AE,stop
folosiseră,start F OH L,OH
invadat,start IH N V AE D AE T,stop
figuro,start F IH,G
întâlnească,start IX N T IX L N EH,AE
spovediserăți,start S P OH V EH D,IH
simulase,start S IH M UW,L
melanj,start M EH L AE N ZH,stop
ictere,start IH K T,EH
eroticele,start EH R OH,T
delimitezi,start D EH L IH M IH,T
fracturez,start F R AE K T UW R EH,Z
costam,start K OH S T,AE
șarpe,start SH AE,R
informatici,start IH,N
popularitate,start P OH P UW L AE R IH T AE T,EH
sinagogă,start S IH N AE,G
pizdar,start P IH Z D AE DX,stop
augmentez,start AE UW,G
industrializai,start IH N D UW S T R IH,AE
serenade,start S EH R EH N AE D EH,stop
soporifer,start S OH P OH R IH F EH R,stop
viii,start,V
exercite,start EH G Z EH R CH IH T EH,stop
capabilitate,start AE P,AE
ăsta,start AX S,T
fluvii,start F L UW V Y IH,stop
futută,start F UW T,UW
masturbez,start M AE S,T
martirizai,start M AE R T IH R IH Z AE Y,stop
distraseși,start D,IH
crezi,start,K
pentru,start P EH N,T
întristaserăm,start IX N,T
declinam,start D EH K L IH N,AE
biomasa,start B IH OH M,AE
adoptase,start,AE
minusculă,start M IH N UW S,K
oblige,start OH B L IH JH EH,stop
podea,start P OH D EH,AE
indiscret,start IH N D IH S K R,EH
întăritele,start IX N T AX R IH T EH L EH,stop
pătură,start P AX T,UW
masturbară,start M AE S T UW R,B
creaserăți,start K,R
mistificai,start M IH S T IH F IH K AE Y,stop
pământești,start,P
trase,start T R AE S EH,stop
turist,start T,UW
șoptește,start SH OH,P
îmbunătățesc,start IX M B UW N AX T AX T S EH S,K
gume,start,G
dumneavoastră,start D,UW
regină,start R EH JH IH N AX,stop
cenzuraserăți,start CH EH N,Z
pregăteați,start P R EH G AX T Y AE T,S
răsfoi,start,R
excavarăți,start EH K S K AE,V
intimidat,start IH N T IH M IH D,AE
bufă,start B UW F AX,stop
feminin,start,F
iudaism,start Y UW D,AE
spovedind,start S P OH V EH D IH N D,stop
antagonic,start,AE
protejai,start P R OH,T
analizeze,start AE N AE L,IH
prezervativul,start P R EH,Z
minuscule,start M IH N UW S K,UW
